ftc.delta_t,ftc.goal_count,config.dummy,action.delta,state.value,reward,terminal,time,simulator,predict,sim_id,statistics.episode_reward,statistics.episode_count,statistics.episode_rate,statistics.iteration_count,statistics.iteration_rate
,,,,,,,,,,,,,,,
-4436820.0,,,,,,,,,,,,,,,
462.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,44,36,2,146
455.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,44,36,3,147
454.0,2,,0,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,44,36,4,148
455.0,3,,0,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,6,44,36,5,148
466.0,3,,1,2,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,9,44,36,6,149
441.0,3,,0,2,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,12,44,36,7,148
2443.0,3,,0,2,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,15,44,36,8,148
480.0,3,,0,2,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,18,44,36,9,149
442.0,4,,-1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,22,44,36,10,150
445.0,,,,,,,,,,,,,,,
230.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,45,36,0,150
351.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,45,36,1,150
424.0,,,,,,,,,,,,,,,
224.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,46,37,0,150
348.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,46,37,1,151
422.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,46,37,2,152
419.0,2,,0,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,46,37,3,153
431.0,3,,0,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,6,46,37,4,150
2444.0,3,,-1,0,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,9,46,37,5,151
483.0,4,,1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,13,46,37,6,151
452.0,,,,,,,,,,,,,,,
270.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,47,36,0,151
415.0,0,,-1,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,47,36,1,152
449.0,0,,0,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,47,36,2,153
443.0,0,,0,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,47,36,3,153
552.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,47,36,4,154
442.0,,,,,,,,,,,,,,,
242.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,48,37,0,154
368.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,48,37,1,155
441.0,,,,,,,,,,,,,,,
277.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,49,38,0,155
2663.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,49,38,1,152
576.0,,,,,,,,,,,,,,,
294.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,50,38,0,152
479.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,50,38,1,152
612.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,50,38,2,153
675.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,50,38,3,153
485.0,2,,-1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,50,38,4,154
458.0,2,,-1,0,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,6,50,38,5,155
542.0,2,,0,0,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,8,50,38,6,156
464.0,3,,1,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,11,50,38,7,156
457.0,4,,0,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,15,50,38,8,155
2586.0,,,,,,,,,,,,,,,
291.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,51,38,0,155
363.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,51,38,1,155
429.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,51,38,2,156
424.0,,,,,,,,,,,,,,,
229.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,52,38,0,156
350.0,1,,1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,52,38,1,156
424.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,52,38,2,157
426.0,1,,0,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,52,38,3,158
423.0,1,,1,3,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,52,38,4,158
439.0,,,,,,,,,,,,,,,
238.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,53,39,0,158
397.0,1,,1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,53,39,1,156
2506.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,53,39,2,157
549.0,1,,0,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,53,39,3,157
472.0,1,,0,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,53,39,4,158
528.0,1,,1,3,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,5,53,39,5,159
465.0,,,,,,,,,,,,,,,
266.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,54,39,0,159
374.0,0,,-1,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,54,39,1,159
449.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,54,39,2,160
443.0,,,,,,,,,,,,,,,
236.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,55,40,0,160
367.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,55,40,1,161
446.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,55,40,2,158
2354.0,,,,,,,,,,,,,,,
257.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,56,40,0,158
440.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,56,40,1,159
498.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,56,40,2,159
417.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,56,40,3,160
415.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,56,40,4,161
423.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,56,40,5,161
398.0,1,,0,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,56,40,6,162
496.0,1,,-1,-1,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,56,40,7,163
400.0,,,,,,,,,,,,,,,
216.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,57,40,0,163
341.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,57,40,1,159
2323.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,57,40,2,159
484.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,57,40,3,160
451.0,,,,,,,,,,,,,,,
259.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,58,40,0,160
357.0,1,,0,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,58,40,1,161
532.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,58,40,2,161
426.0,1,,0,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,58,40,3,162
422.0,1,,-1,-1,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,58,40,4,162
422.0,,,,,,,,,,,,,,,
227.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,59,40,0,162
338.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,59,40,1,163
409.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,59,40,2,161
2902.0,,,,,,,,,,,,,,,
337.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,60,40,0,161
447.0,0,,0,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,60,40,1,161
486.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,60,40,2,161
585.0,,,,,,,,,,,,,,,
449.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,61,41,0,161
545.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,61,41,1,162
668.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,61,41,2,162
638.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,61,41,3,163
838.0,1,,0,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,61,41,4,164
629.0,2,,1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,5,61,41,5,164
492.0,3,,0,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,8,61,41,6,162
2847.0,3,,-1,0,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,11,61,41,7,163
505.0,3,,0,0,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,14,61,41,8,163
460.0,4,,1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,18,61,41,9,164
458.0,,,,,,,,,,,,,,,
250.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,62,40,0,164
379.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,62,40,1,164
453.0,,,,,,,,,,,,,,,
237.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,63,41,0,164
375.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,63,41,1,165
523.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,63,41,2,166
503.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,63,41,3,166
627.0,,,,,,,,,,,,,,,
1530.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,63,41,0,166
1213.0,0,,-1,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,63,41,1,163
1605.0,1,,1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,63,41,2,163
1634.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,63,41,3,163
1683.0,2,,1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,63,41,4,163
2088.0,2,,-1,0,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,6,63,41,5,163
1623.0,3,,1,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,9,63,41,6,163
1594.0,3,,-1,0,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,12,63,41,7,163
1444.0,4,,1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,16,63,41,8,163
1390.0,,,,,,,,,,,,,,,
275.0,,,,,,,,,,,,,,,
1176.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,64,40,0,163
1492.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,64,40,1,161
2174.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,64,40,2,161
482.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,64,40,3,162
459.0,2,,0,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,64,40,4,163
458.0,2,,1,2,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,5,64,40,5,163
453.0,3,,-1,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,8,64,40,6,164
635.0,3,,-1,0,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,11,64,40,7,164
540.0,4,,1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,15,64,40,8,165
510.0,,,,,,,,,,,,,,,
257.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,65,39,0,165
410.0,1,,1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,65,39,1,165
460.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,65,39,2,164
2297.0,1,,0,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,65,39,3,164
455.0,2,,1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,5,65,39,4,165
547.0,2,,-1,0,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,7,65,39,5,165
439.0,3,,1,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,10,65,39,6,166
423.0,4,,0,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,14,65,39,7,167
420.0,,,,,,,,,,,,,,,
230.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,66,39,0,167
425.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,66,39,1,167
436.0,,,,,,,,,,,,,,,
229.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,67,40,0,167
353.0,0,,0,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,67,40,1,168
424.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,67,40,2,166
2527.0,,,,,,,,,,,,,,,
316.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,68,40,0,166
385.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,68,40,1,166
465.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,68,40,2,166
453.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,68,40,3,167
453.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,68,40,4,168
427.0,1,,1,3,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,68,40,5,168
427.0,,,,,,,,,,,,,,,
231.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,69,40,0,168
355.0,0,,1,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,69,40,1,169
430.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,69,40,2,169
427.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,69,40,3,167
2783.0,1,,1,3,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,69,40,4,167
631.0,,,,,,,,,,,,,,,
315.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,70,40,0,167
535.0,0,,-1,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,70,40,1,168
639.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,70,40,2,168
585.0,,,,,,,,,,,,,,,
295.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,71,41,0,168
486.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,71,41,1,169
821.0,,,,,,,,,,,,,,,
385.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,72,41,0,169
449.0,0,,0,0,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,72,41,1,169
492.0,1,,1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,72,41,2,170
466.0,2,,0,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,72,41,3,168
2695.0,2,,-1,0,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,5,72,41,4,168
515.0,2,,-1,-1,2,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,7,72,41,5,168
512.0,,,,,,,,,,,,,,,
263.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,73,41,0,168
388.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,73,41,1,169
501.0,,,,,,,,,,,,,,,
236.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,74,42,0,169
356.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,74,42,1,169
426.0,,,,,,,,,,,,,,,
225.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,75,42,0,169
374.0,1,,-1,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,75,42,1,170
541.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,75,42,2,170
425.0,1,,0,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,75,42,3,168
2290.0,1,,0,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,75,42,4,169
470.0,2,,-1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,6,75,42,5,169
443.0,3,,0,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,9,75,42,6,170
438.0,4,,0,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,13,75,42,7,170
543.0,,,,,,,,,,,,,,,
241.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,76,42,0,170
365.0,0,,1,3,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,76,42,1,171
435.0,,,,,,,,,,,,,,,
232.0,,-1,,0,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,77,43,0,171
359.0,0,,-1,-1,0,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,77,43,1,171
435.0,,,,,,,,,,,,,,,
234.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,78,43,0,171
358.0,1,,0,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,78,43,1,169
2199.0,1,,1,2,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,78,43,2,170
479.0,2,,-1,1,2,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,4,78,43,3,170
517.0,3,,0,1,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,7,78,43,4,171
428.0,3,,1,2,3,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,10,78,43,5,171
410.0,4,,-1,1,4,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,14,78,43,6,172
408.0,,,,,,,,,,,,,,,
224.0,,-1,,1,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,79,43,0,172
346.0,1,,0,1,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,1,79,43,1,172
409.0,1,,-1,0,1,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,2,79,43,2,173
407.0,1,,-1,-1,1,True,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,3,79,43,3,173
421.0,,,,,,,,,,,,,,,
221.0,,-1,,2,,,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,80,43,0,173
2605.0,0,,0,2,0,False,2018-07-17 16:46:32,find_the_center_sim,False,3928866344,0,80,43,1,171
516.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,80,43,2,171
474.0,,,,,,,,,,,,,,,
240.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,81,43,0,171
356.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,81,43,1,171
424.0,,,,,,,,,,,,,,,
226.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,82,44,0,171
350.0,0,,1,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,82,44,1,172
427.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,82,44,2,172
427.0,,,,,,,,,,,,,,,
225.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,83,44,0,172
349.0,0,,1,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,83,44,1,173
427.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,83,44,2,171
2457.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,83,44,3,171
468.0,,,,,,,,,,,,,,,
242.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,84,44,0,171
363.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,84,44,1,171
437.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,84,44,2,172
434.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,84,44,3,172
433.0,,,,,,,,,,,,,,,
231.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,85,44,0,172
484.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,85,44,1,173
460.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,85,44,2,173
472.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,85,44,3,174
483.0,,,,,,,,,,,,,,,
1462.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,85,44,0,174
1191.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,85,44,1,171
1342.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,85,44,2,171
1611.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,85,44,3,170
1577.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,85,44,4,171
1528.0,,,,,,,,,,,,,,,
282.0,,,,,,,,,,,,,,,
1014.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,86,44,0,171
1169.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,86,44,1,169
2296.0,,,,,,,,,,,,,,,
293.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,87,44,0,169
384.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,87,44,1,169
448.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,87,44,2,170
546.0,2,,-1,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,87,44,3,170
440.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,87,44,4,171
440.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,87,44,5,171
436.0,4,,1,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,14,87,44,6,172
436.0,,,,,,,,,,,,,,,
243.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,88,44,0,172
347.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,88,44,1,172
462.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,88,44,2,171
2382.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,88,44,3,171
456.0,2,,1,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,88,44,4,171
424.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,88,44,5,172
429.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,11,88,44,6,172
549.0,,,,,,,,,,,,,,,
252.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,89,44,0,172
394.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,89,44,1,173
427.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,89,44,2,173
548.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,89,44,3,174
537.0,1,,-1,-1,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,89,44,4,174
509.0,,,,,,,,,,,,,,,
256.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,90,44,0,174
2569.0,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,90,44,1,173
491.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,90,44,2,173
450.0,1,,-1,-1,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,90,44,3,173
428.0,,,,,,,,,,,,,,,
234.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,91,44,0,173
351.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,91,44,1,174
442.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,91,44,2,174
424.0,,,,,,,,,,,,,,,
229.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,92,45,0,174
350.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,92,45,1,175
425.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,92,45,2,175
424.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,92,45,3,173
2847.0,2,,-1,0,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,92,45,4,173
543.0,3,,1,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,8,92,45,5,174
563.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,11,92,45,6,174
483.0,3,,0,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,14,92,45,7,175
462.0,3,,0,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,17,92,45,8,175
